Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;hotel
Gary;France;Chambre Supérieure - Côté Lac;1;Janvier 2022;Couple;Commentaire envoyé le 28 janvier 2022;Nous ne renouvellerons pas l’expérience !;5,0;La beauté du hall et l’accueil que nous avons eu.;La propreté de la chambre laisse à désirer… pour le prix de la nuit, les détails sont très important et ils font la qualité. Chose que nous n’avions pas.;0;Disney's Newport Bay Club
Chehyneze;France;Chambre Supérieure;1;Janvier 2022;Famille;Commentaire envoyé le 28 janvier 2022;Magnifique;10;"Un séjour parfait, le personnel est à l’écoute et très aimable une mention spéciale pour Karima qui nous a accueilli parfaitement. 
On a pu voir plusieurs personnages à l’accueil pendant notre séjour pluto, daisy et Mickey pour le plus grand bonheur de mes enfants !!!";Rien;0;Disney's Newport Bay Club
Thomas;France;Chambre Supérieure;1;Janvier 2022;Famille;Commentaire envoyé le 25 janvier 2022;parfait;10;la proximité du parc, la beauté de l’hôtel;;0;Disney's Newport Bay Club
Vinz97417;La Réunion;Chambre Supérieure - Côté Lac;2;Janvier 2022;Famille;Commentaire envoyé le 24 janvier 2022;Moyen;5,0;Confort des chambres, salle de bain;Petit déjeuner de faible qualité rapporté au prix, personnel pas toujours avenant, voire aimable;0;Disney's Newport Bay Club
Victoria;France;Chambre Supérieure - Côté Lac;1;Janvier 2022;Famille;Commentaire envoyé le 24 janvier 2022;Une déception.;5,0;"Parties communes agréables bien que moyennement propres (escaliers reliant les restaurants à la réception très sale).
Bonne situation, non loin du parc";"Personnel globalement pressé et moyennement agréable, chambres vieillottes, lits trop petits, pommeau de douche qui fuit donc pas de pression, machine à café dans la chambre mais pas de capsules, aucune possibilité de s’installer dans l’hôtel pour boire un café même le matin, donc obligées de payer un petit déjeuner à 28e alors qu’on ne mange pas ou très peu.
Pour pouvoir boire quelque chose, il faut prendre une chambre « compass club » ! Par contre je cite, « vous pouvez prendre un café aux machines présentes dans les étages »... Dans un hôtel 4* et surtout à ce prix là (434e), ce n’est pas admissible.";0;Disney's Newport Bay Club
Melissa;France;Chambre Supérieure - Côté Lac;1;Janvier 2022;Couple;Commentaire envoyé le 20 janvier 2022;Tout était excellent, nous avons passé un magnifique séjour !!!;10;Parfait;;0;Disney's Newport Bay Club
Haithem;Tunisie;Chambre Supérieure;1;Janvier 2022;Famille;Commentaire envoyé le 20 janvier 2022;agréable;9,0;l’emplacement le cadre la décoration;rien;0;Disney's Newport Bay Club
Anaïs;France;Chambre Supérieure - Côté Lac;1;Janvier 2022;Voyageur individuel;Commentaire envoyé le 19 janvier 2022;Fabuleux ;9,0;"Chambre très calme et spacieuse, le personnel est très accueillant et serviable.
Rien à redire, c'était un séjour vraiment parfait.
À refaire !";Rien, tout était top !;0;Disney's Newport Bay Club
Nathalie;France;Chambre Supérieure;1;Janvier 2022;Voyageur individuel;Commentaire envoyé le 18 janvier 2022;Séjour merveilleux et vraiment magique;10;La propreté, le calme, le cadre et le Personnel;RAS;0;Disney's Newport Bay Club
Jonathan;France;Chambre Supérieure - Côté Lac;1;Janvier 2022;Couple;Commentaire envoyé le 16 janvier 2022;Assez médiocre ;3,0;Disney est toujours un endroit magique;L'hôtel manque cruellement de rénovations , la peinture, le balcon est vétuste presque dangereux, l'équipement de la salle de bain tombe en morceau. Dommage ...;0;Disney's Newport Bay Club
François;France;Chambre Supérieure;1;Janvier 2022;Famille;Commentaire envoyé le 13 janvier 2022;Magique;10;Petit déjeuner excellent personnel au petit soin literie très confortable;;0;Disney's Newport Bay Club
Morgane;France;Chambre Supérieure;1;Décembre 2021;Couple;Commentaire envoyé le 13 janvier 2022;Magique;10;"Les décorations de Noel 
Le personnel très à l'écoute et sympathique 
Les attentions personnalisés dans la chambre (le message de Bienvenue à mon nom sur la télévision, la clé de la chambre nominative)";Malheureusement la piscine était fermé pour maintenance le 13 décembre dans l'après midi, nous n'avons pas pu en profiter;0;Disney's Newport Bay Club
Nicolas;France;Chambre Supérieure avec Terrasse;1;Janvier 2022;Famille;Commentaire envoyé le 10 janvier 2022;Manque de charme, hôtel surfait, service médiocre;4,0;C’est l’usine, établissement très impersonnel, et pas chaleureux, service absolument pas digne du prix;;0;Disney's Newport Bay Club
Lacroix;France;Chambre Supérieure;1;Janvier 2022;Groupe;Commentaire envoyé le 9 janvier 2022;magnifique;10;excellent hôtel !;;0;Disney's Newport Bay Club
Bret;France;Chambre Supérieure;1;Janvier 2022;Famille;Commentaire envoyé le 8 janvier 2022;hôtel décevant mes Park agréable.;5,0;la décoration les lit;"la salle de bain etais pas terrible problème de baignoire. 
vue extérieur vraiment catastrophique. 
emplacement loin d’être pratique. 
aucune borne électrique pour véhicule électrique. 
aucun petit gâteaux ou cadeaux.";1 ;Disney's Newport Bay Club
Marc;France;Chambre Supérieure;1;Janvier 2022;Famille;Commentaire envoyé le 7 janvier 2022;Dégouté d’être honnête et ne pas savoir réagir et analyser cas par cas et mettre;1,0;Rien et rien super dégouté de vos enseignes via booking et je trouve plus qu’on honteux ayant été plus que confiant en vos partenaire triste réalité plus jamais nous ferons confiances de ce site de …. Pour ne pas être vulgaire déçu déçu après de nombreuses locations via ce site qui se dit plus avantageux 😡😡😡😡😡je n’aime vraiment agîr de cette façon simplement scandaleusement déçu en plus nous étions cas contact via contact d’accord on ne le savais pas le 26/12/2021 et m’annulation que nous faisons en général jusqu’à à la date de notre périple une malheureuse chose qui est arrivée cas contact , avec preuve du test que nous avons faits de notre propre grès et par honnêteté nous avons envoyé un e-mail et depuis personne ne prend aucune responsabilité avec une impression et de jouer au tennis et le filet est le consommateur et plus de nous faire passé du temp au sur notre portable en jouant plus d’une demi heure et je suis gentil en faisant croire d’essayer de négocier et mettre la faute à Disney vous notre technico commercial qui super super nul et en a rien faire pour la fin car je pourrais en écrire un livre de je ne demandais pas un remboursement simplement un geste commercial ce qui n’est pas le cas j’aimerais mettre cette situations sur tous les réseaux sociaux de toute façon vous allez me dire en retour que ça ne vous atteindra aucunement jusqu’à présent j’étais satisfait plus jamais au plus jamais je ne vous ferai confiance triste réalité 😡😡😡😡😡😡;La qualité relationnelle;0;Disney's Newport Bay Club
Arnaud;France;Chambre Supérieure - Côté Lac;1;Janvier 2022;Famille;Commentaire envoyé le 6 janvier 2022;Superbe;10;Le confort du lit, la vue sur le lac, la déco;Le manque de boissons (à part de l'eau plate);0;Disney's Newport Bay Club
Stephanie;France;Chambre Supérieure - Côté Lac;1;Novembre 2021;Groupe;Commentaire envoyé le 6 janvier 2022;rien a dire;10;tout c'etait parfait;;0;Disney's Newport Bay Club
Florence;France;Chambre Supérieure;1;Décembre 2021;Famille;Commentaire envoyé le 31 décembre 2021;Décevant;4,0;son emplacement;très mauvais rapport qualité / prix : chambres vieillissantes, pas de room service, prix des collations exorbitants, pas de places de parking;0;Disney's Newport Bay Club
Ahmed;France;Chambre Supérieure;2;Décembre 2021;Famille;Commentaire envoyé le 30 décembre 2021;Fabuleux ;9,0;"en était en famille acceuil de l’hôtel très charmant 
bon Controle 
je aimerais retourné car c’était formidable";;0;Disney's Newport Bay Club
Marine;France;Chambre Club Compass - Côté Lac;1;Décembre 2021;Famille;Commentaire envoyé le 30 décembre 2021;1 nuit en suite compass;10;Le surclassement en suite de la part de disney, les cast du compass club sont aux petits soins avec les clients, propreté irréprochable.;;0;Disney's Newport Bay Club
Evelyne;France;Chambre Supérieure;1;Décembre 2021;Famille;Commentaire envoyé le 27 décembre 2021;2 jours complets de déconnexion;10;"la proximité 
l’accueil
l’amabilité";un petit rafraîchissement des lieux serait le bienvenu;0;Disney's Newport Bay Club
Valentin;France;Chambre Supérieure - Côté Lac;1;Décembre 2021;Couple;Commentaire envoyé le 26 décembre 2021;Formidable pour passer quelques jours à Noel à Disneyland.;10;décoration des espaces communs. personnel à l’écoute.;rapport qualité/prix. Aménagement de la chambre obsolète.;0;Disney's Newport Bay Club
Reda;France;Chambre Supérieure;1;Décembre 2021;Famille;Commentaire envoyé le 26 décembre 2021;vraiment pas content pour le prix payer;3,0;manque organisation hôtel trop chère;;0;Disney's Newport Bay Club
Alison;France;Chambre Supérieure;3;Décembre 2021;Famille;Commentaire envoyé le 21 décembre 2021;Pour le prix je ne le ferait pas une deuxième fois;5,0;Je trouve que pour le prix les services sont vraiment moyens Quand on sait que de base c’est neuf cents euros la nuit c’est juste impensable;;0;Disney's Newport Bay Club
Huber;France;Chambre Supérieure avec Terrasse;1;Décembre 2021;Famille;Commentaire envoyé le 20 décembre 2021;Séjour magique;10;"Nous y sommes allés pour fêter les 10 ans de notre fille. 
Personnel très accueillant avec des petites attentions pour notre fille. 
Ils prêtent même des brassards pour les enfants à la piscine";;0;Disney's Newport Bay Club
Anaïs;France;Chambre Supérieure;1;Novembre 2021;Famille;Commentaire envoyé le 19 décembre 2021;Exceptionnel;10;Nous avons l'habitude d'y séjourner;;0;Disney's Newport Bay Club
Christelle;France;Chambre Supérieure - Côté Lac;1;Décembre 2021;Famille;Commentaire envoyé le 19 décembre 2021;sejour excellent vivement le prochain dans le meme hotel;10;le personnel au top surtout le monsieur de la reception Mr S.Luca qui a ete tres sympathique et souriant. nous etions dans une chambre compass club dans la suite presidentielle elle etait magnifique rien a dire on c'est prise le temps d'une nuit pour des princesses;rien tout ete parfait;0;Disney's Newport Bay Club
Ramdane;France;Chambre Supérieure - Côté Lac;1;Novembre 2021;Famille;Commentaire envoyé le 19 décembre 2021;Exceptionnel;10;Accueil au top, repas super.;Rien;0;Disney's Newport Bay Club
Anthony;France;Chambre Supérieure - Côté Lac;2;Décembre 2021;Famille;Commentaire envoyé le 18 décembre 2021;Fabuleux ;9,0;très bien placé, spacieux, tout est très beau dans l’hôtel, malgré la déco des chambres qui devient vieillissante, magasin et service ouvert sur de très large plage horaire.;un peu cher, notamment le petit déjeuner et la boutique qui pratique des prix exorbitant;0;Disney's Newport Bay Club
Celine;France;Chambre Supérieure;2;Novembre 2021;Famille;Commentaire envoyé le 18 décembre 2021;Exceptionnel;10;superbe hôtel, les décors sont très beaux, le personnel est très chaleureux, emplacement idéal;;0;Disney's Newport Bay Club
Flora;France;Chambre Supérieure;3;Décembre 2021;Couple;Commentaire envoyé le 17 décembre 2021;Passable;5,0;"La situation de l'hôtel et l hôtel.
Buffet parfait";vu le prix de la chambre nous aurions aimé que le ménage soit fait au niveau de la moquette et que des bouchons d'eau minérale (bouteilles non renouvelées)laissés dans des verres utilisés soit au moins jetés voire changés pendant les 3 jours.;0;Disney's Newport Bay Club
Julie;France;Chambre Supérieure - Côté Lac;1;Décembre 2021;Couple;Commentaire envoyé le 17 décembre 2021;bien mais ne vaut pas le prix d’un palace 5 étoiles parisien;4,0;l’emplacement;les équipements dépassés. les soucis de communication avec l’hôtel.;0;Disney's Newport Bay Club
Gwenael;France;Chambre Supérieure - Côté Lac;1;Décembre 2021;Voyageur individuel;Commentaire envoyé le 17 décembre 2021;Exceptionnel;10;"Chambre très Confortable et calme.
La magie Disney!!!";Les femmes de chambre qui frappe à la porte et entre à 9h du matin alors que l’on doit libérer a 11h…;0;Disney's Newport Bay Club
Marine;France;Chambre Supérieure - Côté Lac;1;Décembre 2021;Famille;Commentaire envoyé le 16 décembre 2021;Parfait;10;"Cadre magnifique, chambre digne d’une suite avec literie confortable, très propre, déjeuner exceptionnel, nous avons manger comme des ministres , hôtel très proche de Disney, accessible rapidement aux parcs.
Merci pour cette agréable séjour";Rien a reprocher;0;Disney's Newport Bay Club
Aurelie;France;Chambre Supérieure;1;Décembre 2021;Couple;Commentaire envoyé le 15 décembre 2021;Exceptionnel;10;Un cadre magnifique, le chambre très belle et propre. Avec des enfants possibilités de faire des photos avec Mickey et pluto;L'eau de la piscine un peu froide.;0;Disney's Newport Bay Club
Xx;France;Chambre Supérieure;1;Décembre 2021;Famille;Commentaire envoyé le 14 décembre 2021;Passable;5,0;le bain;"qu’on entends les voisins très fort du dessus et d’à côté 
l’indication pour aller vers les chambres 
le bruit à la réception que nous avons pas comprit les personnes de l’accueil";0;Disney's Newport Bay Club
Morgane;France;Chambre Supérieure;1;Novembre 2021;Famille;Commentaire envoyé le 14 décembre 2021;A fuir;1,0;Chambre sale et agresser par un réceptionniste mysogine et réveiller par les femmes de ménage à trois reprise;Absolument tout;0;Disney's Newport Bay Club
Sara;France;Chambre Supérieure;1;Novembre 2021;Couple;Commentaire envoyé le 14 décembre 2021;Prestation bien en dessous des attentes et de ce qu'affiche l'hôtel;1,0;Chambres spacieuses;"Pas de peignoirs ni de pantoufle dans les chambres contrairement à ce qui était indiqué et 45 minutes d'attentes pour en avoir en chambre, au final la piscine était fermée... 
Petit-déjeuner vide pour 30€ par personne c'est honteux, il n'y a rien à manger.";0;Disney's Newport Bay Club
Sandrine;France;Chambre Supérieure;1;Décembre 2021;Famille;Commentaire envoyé le 14 décembre 2021;Passable;5,0;Le personnel de l'hotel;"Le restaurant ""cap code"" tres cher pour ce qu'il y avait à manger.
La chambre correct ,mais pour le prix.......";0;Disney's Newport Bay Club
Joseph;France;Chambre Supérieure;1;Novembre 2021;Famille;Commentaire envoyé le 13 décembre 2021;ça ne vaut pas son prix;4,0;l accueil rien na dire;le confort nul;0;Disney's Newport Bay Club
Stey;France;Chambre Supérieure;1;Décembre 2021;Famille;Commentaire envoyé le 12 décembre 2021;sympathique;9,0;personnel accueillant et chambres spacieuses;ras;0;Disney's Newport Bay Club
Harmony;France;Chambre Supérieure;1;Novembre 2021;Famille;Commentaire envoyé le 12 décembre 2021;magique;10;"Tout est magique et à la hauteur du parc Disneyland 
piscine au top 
chambre décorée sur le thème de Noël";zéro;0;Disney's Newport Bay Club
Aurelie;France;Chambre Supérieure;1;Décembre 2021;Famille;Commentaire envoyé le 11 décembre 2021;Magique;9,0;Très beau. personnel agréable;;0;Disney's Newport Bay Club
